Stamp,Tweet,Label
1.49374E+18,"@justinamash The Patrot Act passed the Senate 99-1 Oct 2001 following the attack on Sept 1, 2001 giving the govt permission to conduct surveillance on its citizens. That's quite a few mbrs you're suggesting be booted out.",
1.49374E+18,"Exactly. Russia &amp; China want nothing more than to see America dividing\n\nYou are destroying your own country, if you engage in these: \n\n- lies about what’s occurred in USA politics\n- distraction from values\n- unfair criticism of our leadership\n- ‘what-about-ism’ instead of thought https://t.co/NemV2yRrxo",
1.49374E+18,"That was a good speech from Biden. Direct, forceful, unequivocal. \n\nQuick summary: \n\n- still hopeful for diplomacy, but ready for whatever\n\n- despite Kremlin claims, not seeing any tangible signs of Russian deescalation\n\n- reiterated that an attack is possible at any time 1/3",
1.49374E+18,"If #Russia attacks #Ukraine, standby for the deniers and “blame America” crowd like @TuckerCarlson to claim that somehow our preparation forced Russia to attack. Not the 140,000 troop buildup of Russia.",
1.49374E+18,your reminder that Former Fuck withheld military aid to Ukraine because they wouldn't lie for him,
1.49374E+18,O Putin devua virar pro bozo e falar: quem gosta de nazi é o inverno russo tá,
1.49374E+18,"NEW: @POTUS not alone saying #Russia amassed 150,000 troops along #Ukraine's borders\n\nNew report from #Estonia's foreign intel service says ""Russia mobilized 150,000 men...deploying units &amp; capabilities from all its military districts, including the Far East, &amp; all 12 armies"" https://t.co/li0TdLQO09",
1.49374E+18,"Jesse Watters: “Hillary broke into a presidential candidate’s computer server and a sitting president’s computer server. There, her hackers planted evidence, fabricated evidence connecting Trump to Russia.” \nTHIS IS A LIE\nThat’s how they’re spinning the Durham filling on Fox.",
1.49374E+18,"The more Putin attempts to bring countries closer to Moscow, the more he repels them. \n\nThe more that this happens, the more he will deploy military force to shore up autocrats willing to defy their people. https://t.co/yaWFoCK8KV",
1.49374E+18,"@January6thCmte @RepRaskin The #Jan6 attack on Capitol was meant to delay the electoral count long enough for 🧵\n\n""Only later, as Congress prepared to count electoral votes, did legislators in some of those states begin talking unofficially about “decertifying” the Biden electors.""\nhttps://t.co/OlP6ldolta",
1.49374E+18,@mssusangb @kathvyt @itskerrii But that didn’t happen did it? \n\nIn fact Russia was just given a green light to continue doping teens,
1.49374E+18,"They NEED to address this, and soon. People see their silence and assume it means they are being intentionally ignored. I understand they’re worried about fueling the fire, but admitting their mistake and committing to fixing it will go a long way. https://t.co/PyRQM4USjT",
1.49374E+18,Deputy Prime Minister and Minister of Finance Chrystia Freeland announced today Canada’s pledge of additional financial support for Ukraine.\n\nLearn more: https://t.co/eGMQ5oowpG https://t.co/mvLmmOccOW,
1.49374E+18,"Joe Biden says invasion remains “distinctly possible” with 150,000 troops around Ukraine. Contrary to Moscow’s claim troops pulling out, analysts say they’re “in a threatening position”.\n“If Russia attacks Ukraine, it would be a war of choice” @7NewsAustralia",
1.49374E+18,@jasonwalters85 You'd think Russia had better things to do. Like fix poverty and unemployment and improve economy.,
1.49374E+18,"🚨🇺🇦🇷🇺 FLASH | En #Ukraine, plusieurs banques nationales ainsi que le Ministère de la Défense subissent une #cyberattaque. De nombreux systèmes bancaires et distribueurs de billets ne fonctionnent plus.\n\n(@ChristopherJM) #UkraineCrisis",
1.49374E+18,"@PugnatorEco @eurovisionde Aber das macht auch kein Sinn. Es ist so bescheuert, weil 🇮🇹 Italien oder 🇺🇦 Ukraine sind viel mehr konservativ oder altmodisch als 🇩🇪 Deutschland und trotzdem respektieren sie seine eigene Künstler*innen, Sprache und Kultur viel mehr. Deutschland hat viele Komplexe, finde ich.",
1.49374E+18,"@JosephHay92 @CalebMiles20 @theipaper This is mistaken - America can start placing such equipment on the border of Russia, including in Ukraine, now if it and host countries so wish, no NATO membership required. A defensive alliance is only a threat to someone planning to attack. If Putin's peaceful, no problem.",UC
1.49374E+18,Correct me if I am wrong -- I often am -- but it strikes me no president after the first Reagan administration has come even close to being as tough on Russia as Biden.,
1.49374E+18,@POTUS #RussiaUkraineCrisis #Russia #RussiaUkraine,
1.49374E+18,Ukrainian Banks Hit By Cyber Attack https://t.co/CLfegPUFXd,
1.49374E+18,Entspannung im Ukraine-Konflikt: An den US-Börsen schwindet die Angst\n\nNach den wenig optimistischen Schlagzeilen vom Montag scheint sich die Gefahr eines unmittelbar bevorstehenden Krieges in Europa etwas abgeschwächt zu haben. An den US-Börsen macht si… https://t.co/pG7NgkqHpZ,
1.49374E+18,BFB-attack detected from 92.255.85.135 to SLOW_SSH_ATTACK on 16.02.2022 00:56:45,
1.49374E+18,"If @JoeBiden believed a bloody war is possible then why not sanction Nord Stream 2 now? Why wait for bloodshed? \n\nDo diplomacy, Joe. \n\nWhy did Biden delay sending Ukraine serious hardware? \n\nWhy didn’t he tell Germans to pay their NATO obligations?",
1.49374E+18,@irishrygirl @Mlanderkin Putin is her sugar,
1.49374E+18,"From the beginning of this crisis, I have been clear and consistent: The United States is prepared no matter what happens.  \n \nWe are ready for diplomacy to improve stability and security in Europe as a whole.  \n \nAnd we are ready to respond decisively if Russia attacks Ukraine.",
1.49374E+18,NEW: Jan. 6 committee says they have communications showing Trump campaign election day ops director Michael Roman helped coordinate fake electors scheme — and oversaw efforts of Trump staffers. @GuardianUS https://t.co/EUgtO9RviT,
1.49374E+18,@jay_beddel @coolblok1 @TrolyWbackup @ManMilk2 So empathy for Ukraine lays the groundwork for the annihilation of Europe? \nFucking psychopath,
1.49374E+18,"#EuropeanUnion embassies in #Ukraine remain operational, said the #EU Ambassador to Ukraine Matti Maasikas. ""Full support to Ukraine in this situation of the military, economic, and psychological pressure,"" Maasikas added. https://t.co/Ps9S3b0Mm5",
1.49374E+18,"TÁ VENDO, PESSOAL, BOLSONARO FOI LÁ E EVITOU UMA GUERRA NA RÚSSIA, ELE NÃO QUER A MORTE DE TODO MUNDO, SÓ DOS BRASILEIROS MESMO!!! 🇧🇷👍",
1.49374E+18,@NovElection2024 @Popstarme1 Putin would know. Lol,
1.49374E+18,@aleks_bax @ssinp @catturd2 likely no invasion tomorrow. They're spreading propaganda. Putin just got done talking with Germany today and I believe they have a few other leaders' setup over the next couple of days/weeks. Unless they do something dumb like just send an invitation to NATO to Ukraine tomorrow,
1.49374E+18,"widely praised remarks... We will see whether Putin actually de-escalates and takes one of the multiple off-ramps open to him. If he instead opts to launch a bloody war, it will not be because of a lack of clarity or diplomatic effort on Biden’s part.\nhttps://t.co/xxzxb9scj4",
1.49374E+18,🔴 NEW 🔴\n\nThe UK government has approved considerably more military exports to Russia than to Ukraine since 2010 – including more than £50m to Russia in the run-up to its invasion of Crimea...\n\n📝 @BylineTimes report\nhttps://t.co/r2oVQxUR5K,
1.49374E+18,@MercifulEmma @lilsimsie there is no law about throwing gay people in jail in russia. homosexuality is not banned in russia. please educate yourself about things you talk about,
1.49374E+18,"#Ukraine’s territorial integrity, including in #Donbas, is not for #Russia’s parliament to dictate. It is solely for the Ukrainians to decide and for us to support. One cannot talk about peace but take steps that undermine it.",
1.49374E+18,"Breaking: In a broad anti-constitutional attack on our federal system and the First Amendment, Pelosi rump 1/6 committee targets state legislators who questioned Biden election. https://t.co/ISRuqbJF0e",
1.49374E+18,"E não é um tema leve para a Rússia. A Sérvia era e ainda é seu grande amigo, uma nação irmã. É um assunto caro para os Russos e que parcialmente explica a chegada do próprio Putin ao poder.",
1.49374E+18,GM! Jadi ke Rusia serang Ukraine hari ni?,
1.49374E+18,This may be the beginning of the “long grind” scenario. Where the Kremlin keeps the ambiguity and maneuverability to chip away at alliance consensus while keeping the military pressure on Ukraine.  https://t.co/6FBltXlEdT,
1.49374E+18,@BradIrwin17 @JonathanLegge2 @davidakin Look how cheap housing is in Russia. 😆,
1.49374E+18,Biden giving Putin the green light to continue building their pipeline while he shut down our Keystone pipeline is all you need to know on his plan to negotiate with Russia.,
1.49374E+18,"Vladmir Putin and his family are copper, ladys slippers are steelblue, sugar is a lesbian and so on.",
1.49374E+18,"Now that the origins of the Russia probe are being scrutinized, the BlueAnon disinformation machine that insisted that Trump conspired with and was blackmailed by Russia would like you to know that there’s nothing to see here. https://t.co/u2hAF4nj4N",
1.49374E+18,It should be no surprise that MAGA cultists have been soft on Russia. Trump spent much of his presidency conducting a propaganda campaign on behalf of Putin. \nhttps://t.co/EdXkD3gpJ0,
1.49374E+18,"💥 Joey just completely closed the US Embassy in Ukraine, ordering the destruction of all data storage and computers - why?",
1.49374E+18,"Per #Estonia's foreign intelligence service, #Russia's deployed:\n\n-3 motor rifle divisions\n-1 airborne division\n-1 naval infantry brigade \n- +60 motor rifle &amp; tank battalions\n- abt 10 Iskander missile battalions \n- +30 artillery &amp; rocket artillery battalions\n\nto border w/#Ukraine",
1.49374E+18,"@TheLastRefuge2 Sundance, even earlier it was known 😂😂😂😂. This was November 29th, 2021 https://t.co/nOUjmHQjcw",
1.49374E+18,"Who could have possibly guessed the Durham filing response, and those defending Durham, are absolutely full of horseshit? Shocked, I tell you. https://t.co/EetyyvMsa1",
1.49374E+18,@CabritaLuis Los hijos de Putin,
1.49374E+18,Ukraine rattles world with national 'Day of Unity' on date Russia may invade https://t.co/44zRvPg9Bi,
1.49374E+18,Seus problemas acabaram!\n\nBolsonaro apresenta a Putin a solução para a crise da Ucrânia.\n\nMais uma collab com o amigo @zedassilva \n\n#Ucrania #Russia #Palmeiras #Chargers #humor #Chelsea https://t.co/gCyjNggAxN,
1.49374E+18,Ricardo Salles tá passando uma boiada de fakes de que o Bolsonaro evitou a guerra na Ucrânia. Detalhe: Bolsonaro nem encontrou com o Putin ainda.,
1.49374E+18,National Security Adviser Jake Sullivan’s role in pushing claims of Trump campaign collusion with Russia is under fresh scrutiny. https://t.co/02ytXbH7uB,
1.49374E+18,"Bárbara faz piada sobre encontro de Bolsonaro e Putin e coloca jornalistas em ""colapso"" https://t.co/S3mAWXcKXb",
1.49374E+18,"No matter what Russia’s course of action is, Biden must never let Putin off the hook.",
1.49374E+18,"A Distributed Denial of Service attack hit Ukraine Tuesday, leaving many Ukrainians unable to use vital services and sowed confusion as Russian forces gather along the border\nhttps://t.co/kMM4HASqng",
1.49374E+18,"I’m going so hard on the Russia Sims thing because we cannot allow ourselves to believe that the legal protections the LGBT community currently have are at all safe, or something we should take for granted for even a second. https://t.co/1xvLYQxA1O",
1.49374E+18,Battle Map 2: Enemy attack – Fire Emblem: Shadow Dragon and the Blade of Light https://t.co/MPusRWwLWJ,
1.49374E+18,"This is now a true President talks.\nPresident Biden to the Russian people: ""You are not our enemy."" Thank you @POTUS for setting the record straight. Putin is the threat, not the people.",
1.49374E+18,"""Like other labs affiliated with the US threat reduction program, the Ukrainian labs have been targeted by #disinformation before. As Russia makes preparations for a potential attack on Ukraine, some media have retrained their focus on them."" https://t.co/dVxE2nMk8P",
1.49374E+18,@TonyBolton_Utd @pgaskell13 Not for me Tony. Wan-Bissakza  a great last ditch defender but offers  very little in attack.,
1.49374E+18,I first noticed that the corn moves up on whims of global conflicts when trump handled soleimani and there were whispers of war. \n\nSeems to be reacting well to Russia / Ukraine standoff. \n\nHrrm https://t.co/nOSB5pSCqS,
1.49374E+18,More on Bolsonaro's Russia trip and its questionable timing in our story yesterday: https://t.co/qFcavn2gi4,
1.49374E+18,"Tonight I’m just overwhelmed at everything. Disgusted with @Olympics, worried about my profession, irritated by @ClaytonEchard and the @NFL, amazed at how much Russia continues to suck in so many ways. It’s time for candy.",
1.49374E+18,Video Evidence of the Situation with Ukraine and Russia 🤭👀\n\nBro they got it. Ain’t no need for the US to go over there. https://t.co/kOtm9YysqM,UC
1.49374E+18,vladdy pretty please don’t invade ukraine this just isn’t you uWu 🥺🥺🥺,
1.49374E+18,@holmsc @FoxNews The Trump-Russia story was a fabrication by Team Hillary and the mainstream news media as the Mueller probe indicated.,
1.49374E+18,Ouvir o Hino Nacional sendo tocado na Russia para o Presidente é emocionante - BOLSONARO CHEGA A RÚSSIA e GOLPE NO CANADÁ https://t.co/wB109a5MBS via @YouTube,
1.49374E+18,"India faces ~60K Chinese troops at their disputed land border and this gets very little mainstream media attention in US. Both are nuclear-armed. Instead, Ukraine, which faces ~100K Russian troops, receives relentless attention. Atlanticism still rules here, and maybe always will",
1.49374E+18,@jennifer__elle It was a question. 'If' she is having a panic attack why is that? Did she have her reservations?,
1.49374E+18,"@andreporci Bolsonaro não sabe comer farofa, o que dirá de convencer o PUTIN a parar uma guerra... Ahan... É o que vc acredita? Entao tá! https://t.co/IeC51ndc1T",
1.49374E+18,"The Trump Russia hoax was ""The crime of the Century""\n\n- President Trump",
1.49374E+18,"Today I want to show the #weddingsforrussia situation from another angle. Look at it through the eyes of simmers from Russia. \n\nIf you are a passionate simmer in any corner of the world, just imagine yourself in this situation.  What would you feel?\n\nTread 👇🏻 1/13",
1.49374E+18,Imagine this was the actual title drop of Attack on Titan😭💀 https://t.co/IdS47Ez4zw,
1.49374E+18,"America’s European allies are better positioned to deal with Russia than America’s Asian allies are with China, write @ElbridgeColby &amp; @osmastro. The US should focus its critical resources on the primary fight in Asia, Taiwan in particular, they argue ⤵️ https://t.co/4MSPusRCil",
1.49374E+18,@stevebenen @MaddowBlog What the Durham report says.... and what it doesn't...\nhttps://t.co/Q5FRjh3iLj,
1.49374E+18,Mark just ruined attack on Titan for his little brother holy shit.,
1.49374E+18,"Annnnd, of course, Biden leaves following his remarks on the Russia-Ukraine crisis without taking questions.\n\nBiden walking away with his back turned is maybe the defining image of Biden for his presidency. https://t.co/OnO2UjV1D8",
1.49374E+18,Day one #biden closes down the #keystonepipeline and gives the okay for the #NordStream2 pipeline and now we are sending troops to fight against Russia? Makes no sense to anyone with an IQ over 50. Another distraction that dummies will lap up like a hungry dog,
1.49374E+18,"The whole of 🇺🇦Ukraine’s armed forces is on full combat alert tonight.\nIf the worst is to happen (even though I still don’t think it will), this is going to be our finest hour. \nGoodnight, Ukraine &amp; the world.",
1.49374E+18,@15poundstogo These notes are potentially very interesting. They are notes on FBI briefings on Russia (hoax) in Feb 2017 - exactly when resistance was coalescing. I'm going to look at these in microscopic detail.,
1.49374E+18,"17. NATO, which borders 6% of Russia, is encircling Russia. NATO ""expanded"" east in 1997 before Russia had to defensively expand west in 1992.\n\nThe fact that 99.9% of tankies have no idea what this means is proof it is wrong.",
1.49374E+18,@CorkyChris1 @WilliamStelling @mads_mikkelson @BigJoeBurke @Cymraes_90 @johnqqsmith @Joe13081504 Dont forget to thank mother Russia that did all the hard work before Uncle Sam came in :),
1.49374E+18,Why did Biden just offer Ukraine $1 billion to help its economy even though the US is currently suffering from runaway inflation?\n\n🤔,
1.49374E+18,"“Hundreds of #USA 101st Airborne Division (Air Assault) soldiers are gearing up to deploy to #Europe as #Russian troops have amassed on #Ukraine's borders, positioned for a potential invasion.”  https://t.co/RRFZ7Svobg",
1.49374E+18,They lied us into:\n- Iraq\n- Afghanistan\n- Syria\n- Libya\n- Vietnam\n- Korea\nBut they're telling the truth about Ukraine 🤔 🤔 🤔,
1.49374E+18,Uma thread sobre como a geografia desempenha um papel fundamental na disputa entre Rússia e Ucrânia:,
1.49374E+18,Ukraine reports massive cyber attack https://t.co/z2esr2CUUd,
1.49374E+18,"LATEST: Pres. Biden warned Russian Pres. Vladimir Putin in remarks from the White House that if Russia invades Ukraine, the U.S. is prepared to respond decisively and in unison with NATO allies. https://t.co/5AgJ5fHszn",
1.49374E+18,More lies from the corrupt BBC - Ukraine crisis: Russian attack still a possibility - Biden https://t.co/9FC0fV7hYn,
1.49374E+18,"More"" #Russia has set up full logistic support for the force groups, bringing in additional command &amp; rear units &amp; forward-deploying munitions in the Ukrainian direction"" per #Estonia intel",
1.49374E+18,"@NickNitro007 @Jane57Lisa @reedgalen @NancyMace And you've got MAGA and Q-Anon. Yet you simply refuse to address any of what I have mentioned. We know a lot about the Russia hoax, the NSBA letter, the IRS targeting of conservatives, Fast and Furious, 10% for the Big Guy, et al. But you're triggered by words.",
1.49374E+18,"Does anyone ever wonder why there’s usually always a terrorism concern, nation security threat, cyber attack or anything involving China etc... around election time? 🤔🧐😏",
1.49374E+18,All Of Us Are Dead (series) x School Attack (webtoon)\n   \n                      a-thread \n\n#AllOfUsAreDead \n#SchoolAttack https://t.co/IOoIy1vhcE,
