1.4941E+18,@HuffPost #ROCteam Look at tough guy Daniil thinking he's all that. I bet the clown will be the first to hide under his bed if Russia and Ukraine go to war.,UC
1.4941E+18,"we can’t afford to worry about being the world’s police when we have very real threats to our liberty happening right here at home. it’s all a distraction. don’t let Putin, Russia, Ukraine, or Biden’s incompetence distract you from what’s really important. your freedom.",UC
1.4941E+18,@f_cramer34 Ukraine is unofficially already in NATO. They know joining it only increases the Russia likelyhood of intervention.,UC
1.4941E+18,SENIOR ADMIN OFFICIAL: RUSSIA COULD USE FALSE PRETEXT TO INVADE UKRAINE 'AT ANY TIME',DY
1.4941E+18,#Russian #Desperation Comes Center Stage - #Putin #Paranoia #fear #uncertainty #doubt  https://t.co/78jgUU9E6Z,UC
1.4941E+18,Russia’s claim of genocide in Ukraine is a reprehensible falsehood.  The SMM has complete access to the government controlled areas of Ukraine and HAS NEVER reported anything remotely resembling Russia’s claims.  Read the publicly available reports. https://t.co/0KczWsQoEJ,UC
1.4941E+18,RT Tarquin_Helmet: Diplomacy in full swing - long tables are so last week...\n#UkraineInvasion #UkraineCrisis #Putin #Scholz https://t.co/qsjyKXhrw5… via DarthJoesay,UC
1.4941E+18,"Just like old times, eh?\n\nExcept that the #Soviets had more sense than to push the button.\n\n#Putin #Russia #Ukraine \n https://t.co/x3POf4zlQV",PY
1.4941E+18,Where is the the Ukraine crisis headed to?\nExplained by @johnstanly sir https://t.co/AQidQIM1ju,UC
1.4941E+18,Beijing weighs how far to go in backing Putin on Ukraine https://t.co/faDtCQIOY1 via @WSJ,UC
1.4941E+18,$SPY if Russia wants war just hurry the hell up. Nobody cares. I think he’s just bluffing his ass off ✅,DN
1.4941E+18,"Exercices by #Ukraine Regime Forces were Held Today Using Modern weapons supplied by the West,#NATO Countries,#Ukraine is attacking the #Donbass since 2014,DID THE West Reports of those attacks,Yes,Don,t retweet NO retweet.#Donetsk,#Lugansk. https://t.co/XTabUoa31V via  MauriceSc",UC
1.4941E+18,RT Antiwarcom: Kremlin Says Recognition of Donbas Not in Line With Minsk Agreements\nRussia's State Duma asked Putin to recognize the break… via  ChristineEliaz,UC
1.4941E+18,"Amid student anxiety in tense Ukraine, talks on for more flights https://t.co/RJr0DhAK24 https://t.co/9gJGBJEbIw",UC
1.4941E+18,Let me look why Russia pressing Ukraine,UC
1.4941E+18,Japan stocks set for muted start as investors monitor Ukraine situation https://t.co/kuc6Y4gMQl,UC
1.4941E+18,The Buzz for Feb. 17: U.S. deployment for Ukraine crisis https://t.co/COrR1Xcmhx,UC
1.4941E+18,@GermanAmbUSA They can be sovereign and NOT be part of nato. \n\nThey can get support from  NATO allies without been in NATO.\n\nWe dont have to make them part of NATO to prove any point and we dont need Ukraine trying to use NATO to get the Crimea back..\n\nThere are other solutions without NATO,UC
1.4941E+18,"@dcb42 Earlier the US had a message that Russia was planning on fake videos about Ukrainians firing on Russian troops. Normally that would have been kept secret, but releasing it helps us get out in front of the disinformation campaign. I wonder if that's what's happening here.",UC
1.4941E+18,Hope everybody had an enjoyable Invasion Day.\n\nWe wait with baited breath to find out what time Russia won't be invading Ukraine tomorrow. https://t.co/gtzUNW1Ww4,DN
1.4941E+18,The United States is now becoming dangerously close to the following scenario ( Just exchange US for Russia and Putin's for Trump's): https://t.co/atzHcpZkg3,PY
1.4941E+18,"All these Putin = Hitler, Scholz/Macron = Chamberlain comparisons are just stupid and ahistorical. The Neocons came up with the same logic around the time the Iraq War to justify that crime. Let's not be stupid and afraid of the fools here. https://t.co/uTHYpnRVzm",UC
1.4941E+18,"Royal Roads professor and former military attaché Dr. Chris Kilford believes Russia is now looking for a way out of the conflict and war is unlikely. In the meantime, he says Cda is doing the right thing sending money, arms and non-lethal equipment to the Ukrainians. @RobinAdair https://t.co/IEB9JzdiPq",DN
1.4941E+18,Russia will invade the day tRump is indicted. https://t.co/gpJbjkzySp,UC
1.4941E+18,Cause of inflation in real time: Putin’s Ukraine crisis. Oil!\n\nSince Russia supplies oil &amp; gas to the rest of the world even the perception of an additional supply chain disruption causes oil prices to spike. Expect much worse if there’s an invasion.\nhttps://t.co/mKjluqQ0gG,UC
1.4941E+18,"U.S. SAYS RUSSIA'S CLAIM IT WAS WITHDRAWING TROOPS FROM THE BORDER WITH UKRAINE IS ""FALSE"" -SENIOR U.S. OFFICIAL",PY
1.4941E+18,Russia to investigate claims of alleged mass graves\nhttps://t.co/PwEqnxhKdc\n\n開戦の口実,PY
1.4941E+18,"Still, investors continued to look warily at Russia's next military moves along the Ukraine border and at the latest inflationary news.\n\n@JPRubin23 reports\n\nhttps://t.co/BsdsM5y59c",UC
1.4941E+18,"@Archer83Able @kwelkernbc It's amazing how Russia has completely obliterated any assumption of honesty or good faith on its part. Everyone assumes that anything it says is a troll first, then verifies later. It's a geopolitical shit-poster.",PY
1.4941E+18,US official: Russia adds 7K more troops near Ukraine border (from @AP) https://t.co/zAxZ8gCSeH,PY
1.4941E+18,Maybe it was a mistake to allow Putins Russia to get away with their active measures all these years?\n\nhttps://t.co/SU78WqRFin,UC
1.4941E+18,"Amid the current standoff over Ukraine, we’ve heard endless theories of 'what Putin wants’ but far too little of what Russians hope for. My latest from Rostov-on-Don. My thanks to all who took the time to chat and/or lend a hand. #RussiaUkraineCrisis \nhttps://t.co/1f7vhlTAbv",UC
1.4941E+18,@27khv @jensstoltenberg Nato - we will escalate when russia didn't attack Ukraine.\nNato - we will escalate when russia will pull back its troop.,UC
1.4941E+18,Good call with @vonderleyen to discuss #Russia &amp; #Ukraine. I briefed her on the first day of our #NATO Defence Ministers meeting. We will continue our close NATO-#EU cooperation &amp; stand united for the benefit of all our citizens.,UC
1.4941E+18,Prayers up for Ukraine 🇺🇦 https://t.co/y8Dpsj0jlU,UC
1.4941E+18,"NEW: Russia has increased its troop presence along the Ukrainian border by as many as 7,000 troops, with some arriving as recently as today, a senior administration official tells us. @NewsNation",PY
1.4941E+18,🚨 BREAKING: CNN reports that #Russia has added 7000 troops along the #Ukraine border in recent days,PY
1.4941E+18,"If Russia invades Ukraine, the United States and its allies are prepared to respond with penalties aimed at exacting economic pain and global isolation, US President Joe Biden says. https://t.co/Bd9eIi4jQB",UC
1.4941E+18,Bolsonaro insinuates Putin may have pulled back troops due to his trip to Moscow: “Coincidentally — OR NOT — Russian troops left the border [when my visit took place].” 🤦🏼‍♂️ https://t.co/OyC5owkuXU,PN
1.4941E+18,@JacquiHeinrich if they pulled out  5k  and then sent in and additional 7k  then they did withdraw ....   sounds like putin using the same math they used to count biden ballots....,PY
1.4941E+18,I think Russia will invade Ukraine,DY
1.4941E+18,@kaitlancollins And coincidentally the biggest cyberattack to hit the Ukraine just occurred as well.,PY
1.4941E+18,Ukraine Invasion Scheduled for Wednesday Canceled\nhttps://t.co/PpqKZv2pce https://t.co/TwCCjkloxk,DN
1.4941E+18,"Breaking: US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback - CNN Politics https://t.co/DIhAoSH5PA",PY
1.4941E+18,Russia is adding more troops along the border with Ukraine up to 7000 🙏,PY
1.4941E+18,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback\nhttps://t.co/UbaNgjgaYX",PY
1.4941E+18,"@KofmanMichael It also stands to reason that within 72 hours of commencing an operation, Russia would try some trickery.",PY
1.4941E+18,"@melaniejoly Maybe you forgot it, but Russia moved troops across its own land, not yours.",PN
1.4941E+18,"BreakingNews: #Russia adds about 7,000 troops along #Ukraine's border, despite claims of pullback, US says.",PY
1.4941E+18,Gen. Jack Keane on Russia-Ukraine conflict: Putin's aggression is the 'problem'\n\nhttps://t.co/xKTZ9iMHts,UC
1.4941E+18,@spectatorindex US “officials” also said Russia would invade today. #WMDLies,DN
1.4941E+18,"State Department hits back at Russia 'propaganda,' says troops moving 'into fighting positions' | Fox News https://t.co/Oqt2pwiiao",PY
1.4941E+18,"Yesterday, a cyberattack on the Defense Ministry, army and state banks was the largest of its kind in Ukraine’s history and “bore traces of foreign intelligence services,” a top Ukrainian cybersecurity official said. And, still no evidence Russia is pulling back…",PY
1.4941E+18,"From Stalin to Putin, Ukraine is still trying to break free from Moscow https://t.co/UwmP0RK4oW",UC
1.4941E+18,"WASHINGTON (AP) - US official: Russia has added as many as 7,000 troops to Ukraine border in recent days, contrary to claims of withdrawal.",PY
1.4941E+18,Putin is a pragmatist. \n\nHe'll pull back if it suits his agenda. Or he'll go to war. Or he'll keep bending the rest of us over the barrel under he gets what he wants. \n\nAnd he doesn't give a shit what you think of him. https://t.co/PgFdLSQg0O,UC
1.4941E+18,Azealia Banks could cause world war 3 but Vladimir Putin couldn't make 212,PN
1.4941E+18,"When Russia never invades Ukraine, our State Dept is going to take credit for stopping the invasion that was never going to happen.",PN
1.4941E+18,Russia ain’t playing no games they don’t give af about what the US has to say lmao,UC
1.4941E+18,"They will accuse #Ukraine either way\n\nA Russian false flag could be ""terrorists"" planting bombs in civilian [infra]structures in Russia or ORDLO\n\nIs Russia's preparing civilians for Ukrainian counter attacks across the border?\n\nWill Ukrainian SOF be destroying Russian targets?",PY
1.4941E+18,"@RusMission_EU @mfa_russia Well why don't you get your war mongering troops away from the Free Ukraine and quit being such a bully. That's how the world sees you, and it doesn't matter if you sit down with a hollywood director and try to show the world what a nice guy you are, your still a muderer.",PY
1.4941E+18,@TheMarieOakes This is a bigger war than the one that didn’t happen in Ukraine and this one is happening NOW ! It’s a war against YOUR rights.,DN
1.4941E+18,Russia-Ukraine conflict explained \n\n#RussiaUkraineCrisis #russia #Ukraine #NATO #comedy #skit #RussiaUkraine https://t.co/PL3tC9UEhf,UC
1.4941E+18,Russia’s pull-out game is weak 🤧 https://t.co/fsWhrdL3Tt,PY
1.4941E+18,Ok how can anybody believe anything Biden says or does about Russia/Ukraine when we know how much money he made off of them?🤷🏾‍♀️,PN
1.4941E+18,#security #Putin is playing chess with #NATO at the #Ukraina border @SHAPE_NATO @NATOJFCBS @NATO_MARCOM @NATO_AIRCOM @NATO_Chief @RichardShirreff @SecBlinken @POTUS @PressSec @BorisJohnson @OlafScholz @dwnews @SPIEGEL_English @AJENews #abcnews @MilDefInsider @DefenceHQ #guardian https://t.co/kqSkh8i3bd,UC
1.4941E+18,"Russia has added about 7,000 troops along Ukraine's border, despite claims of pullback, US administration official says",PY
1.4941E+18,Bad news coming from CNN about Ukraine…! 😅,PN
1.4941E+18,@AP He is invading whether the west and nato like it or not. Russia will not allow Ukraine to join NATO. That’s like allowing Mexico to have Texas join South American military collation. The USA won’t let that happen,DY
1.4941E+18,We may not stop this horrible invasion but our tactics feel savvy. \n\nUS and UK trying to fend off Russian invasion by making intelligence public | Russia | The Guardian https://t.co/H1aB45xhtY,PY
1.4941E+18,"So much for Russia’s self-proclaimed “withdrawal.” They’ve apparently ADDED 7,000 troops on the Ukrainian border.  https://t.co/RwgN8xRS8o",PY
1.4941E+18,"@SunflowerSoul71 @jimsciutto Isn't all the more impressive and worthy of NATO and the West's support that Ukraine deserves!\n\nThey gave up their nuclear weapons because the USA, UK, Germany AND Russia guaranteed their territorial integrity in 1994!\n\nHow were they going to enforce that G'tee against Russia?",UC
1.4941E+18,"Tuesday's cyberattack on Ukraine's defense ministry, army and banks was the largest of its kind in the country's history, a Ukrainian official said. And the head of the cyber security department of Ukraine's intelligence agency said Russia was to blame. https://t.co/sYp3JuIiO7",PY
1.4941E+18,"🛑Ukrainian army says that the #Putin regime backed terrorists in eastern #Ukraine had opened fire on Ukrainian troops in 7 separate incidents , through #UnityDay \n#Russia https://t.co/4qna9wOiW7",DY
1.4941E+18,What does the latest satellite imagery tell us about Russian claims of a withdrawal from the Ukraine border?  https://t.co/rciyoseCPj https://t.co/ElQDBCCSN8,UC
1.4941E+18,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback https://t.co/iejz8Y5Aax",PY
1.4941E+18,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback - CNN Politics https://t.co/yOFSB5MHLP",PY
1.4941E+18,When will the chemical attack Russian false flag will happen in Ukraine? Any dates? CIa?,PN
1.4941E+18,"DDoS attack on banks, govt websites of Ukraine on Feb 15 was largest in history – minister https://t.co/zufewHq0iw",PY
1.4941E+18,"More from US official refuting Russian claims: “In the last several days, Russia has increased its troop presence along the border [by] as many as 7,000 troops, with some arriving today.” \n\n#Ukraine",PY
1.4941E+18,"AP: Russia has added as many as 7,000 troops to Ukraine border in recent days, contrary to claims of withdrawal, US official says",PY
1.4941E+18,"@SatiricalJW @ASBMilitary Maybe Ukraine should not have introduced its nationalists 200+ (УНА-УНСО) into Chechnya '94? Maybe Ukraine shouldn't have chanted ""Death to Russia!"" on the Maidan in 2013, when Russia didn't touch them for 25 years? No? https://t.co/4CwXfgtG8T",PY
1.4941E+18,US official: Russia adds 7K more troops near Ukraine border.  https://t.co/Js0koNpFEa,PY
1.4941E+18,"@steinberger_l Of couse we are being misled, but we may still end up in war over Ukraine.",PY
1.4941E+18,🇬🇧|#Japan offers the #EU to cede its gas orders to #Europe in the event of a gas supply cut-off from #Russia. It doesn't have to come to that if diplomacy is finally applied. #UkraineConflict #ID #NordStream2 https://t.co/fOqDqfAPfc,UC
1.4941E+18,On MSNBC. 11 am ET. Wednesday. 16 Feb. UKRAINE. Russians insist troops pulling back. Sec Def Austin in Brussels NATO Def Ministers meeting. Sunday….end of training exercise in Belarus. Will Russian divisions withdraw? https://t.co/UIKmRyjBN9,UC
1.4941E+18,"We stand with President @ZelenskyyUa and the people of Ukraine on this Day of Unity. We remain firm in our commitment to Ukraine’s sovereignty &amp; territorial integrity, as well as Ukraine’s economic &amp; financial stability. #UnitedWithUkraine",UC
1.4941E+18,"NEVER trust Putin. Never. Tell your kids to NEVER trust Putin. Tell your grandkids. Put it in your will. Never, ever trust Putin. \n\nUS says Russia has added 7,000 troops along Ukraine border, despite claims of pullback\nhttps://t.co/ssNxaH8KtM",PY
1.4941E+18,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback\nhttps://t.co/qviPRHOnAu",PY
1.4941E+18,"BREAKING: Russia has added as many as 7,000 troops near the Ukraine border in recent days, contrary to claims by President Vladimir Putin that troops would be pulled back from the region, according to a senior Biden administration official.… https://t.co/DZmdnKBCI3",PY
1.4941E+18,This piece of footage shows the opposite of what Russia claims is going on. The T-72B3M are moving from Otreshkovo and its railway station to the Postyalye Dvory training ground not away from the camp there. https://t.co/9QNCSdBBWf https://t.co/wiIhGBHW9E,PY
1.4941E+18,"@MourinCelia Germany is in Russia’s pocket. Germany makes all the big decisions in the EU. \n\nSo them pushing at Ukraine, encouraging them to entertain the notion of EU &amp; NATO membership has got Putin out doing a bit of willy waving. \n\nBut in your head, this is ALL down to Brexit. Amazing.",PN
