1493736671665221632,what time is the ukraine invasion biden scheduled for tomorrow n ni keep forgetting,2.0,week
1493736669618622468,russia says it is withdrawing some troops nato says no evidence of withdrawal,1.0,week
1493736648592535553,what if putins end game is not to invade ukraine but to destabilize us and european economies,1.0,week
1493736639952080897,in interviews with officials it is clear the u s and britain have rebuilt access to the highest ranks of the kremlin now americas intelligence agencies face a crucial test deciphering whether vladimir putin will invade ukraine,1.0,week
1493736542610681857,putin says we do not want war in europe,2.0,week
1493736448259858438,what are the chances that russia does nothing and the biden regime just wants to take credit for getting russia to back down when nothing was going to happen anyway,2.0,week
1493736438193700864,biden ukraine invasion still distinctly possible despite russian claims theguardian,1.0,week
1493736436402692097,biden says russian attack on ukraine stillpossible,1.0,week
1493736366059888644,russia says it is withdrawing troops from the ukraininan border until it has to rush them back again,1.0,week
1493736281666375681,the u s wants war more than russia and ukraine funny thing if war broke out it wont be the u s doing the fighting,1.0,week
1493736269159018496,if russia does invade ukraine i will be the first to hold up my hands and apologize to uncle joe and momala n ni will even tweet about how wonderful inflation is,1.0,week
1493736254550142977,emma bunton says she definitely thinks russia is up to something,1.0,week
1493736250255327233,did putin blink,1.0,week
1493736167573176320,everyone is predicting war between russia and ukraine except russia and ukraine,2.0,week
1493736161663234049,so the last time putin invaded ukraine and took their land was that just putin toying with future biden also,1.0,week
1493736101193785346,the ukraine vs russia and us involvement in it reminds me of an old movie wag the dog very recommended,1.0,week
1493736094818455555,available to throw around as well as more funding if war breaks out ukraine is likely to lose quite a bit of their border territories,1.0,week
1493736087520374786,your so late to the party russias been putting troops on the border since april and you have not done anything another one of your failures,2.0,week
1493736071514898436,it is already the th in ukraine nothing yet lol,1.0,week
1493736029047513090,biden to russia if you invade i will give you a stern talking to wtf,1.0,week
1493735962370875393,every parasite that has been banging the war drums claiming that the russian invasion is imminent and told me i was wrong for saying russia wont invade is now going to claim that their posts stopped the ukrainian invasion that could still happen any given moment,2.0,week
1493735942313545728,russia will do everything within its power to prevent a war with ukraine federation council speaker valentina matviyenko saidn,2.0,week
1493735834905985025,is anyone else petrified at the thought of world war and nuclear annihilation because of the situation in ukraine n nno me neither,2.0,week
1493735790630739968,russia keeps changing its mind about what time they are going to launch the surprise attack as soon as they make a decision sources familiar with putins thinking tell me that biden will be informed,1.0,week
1493735788256772100,why is russia our enemy,1.0,week
1493735775724318720,as russia welcomes talks biden warns invasion is stillpossible,1.0,week
1493735722347417602,something strange is happening in ukraine tonight,1.0,week
1493735710129459201,russian president vladimir putin says he does not want war in europe,2.0,week
1493735703347298304,have a crazy hot take here maybe russia and ukraine are both bad and american intervention is also bad,1.0,week
1493735666257207300,president joe biden outlines next steps in ukraine situation as russia announces it will pull back some troops,2.0,week
1494099267505459203,russia has launched a meme war against joe biden and cnn,1.0,week
1494099266188419074,covid is over n nwar with russia is over n nmedia is trying so hard to keep you scared,2.0,week
1494099261625094153,russia did the opposite of what they said they were going to do,1.0,week
1494099236798881792,putin is scared of democracy in the same way the republican party is because democracy means an end to their power control and influence,1.0,week
1494099234282430464,breaking ukraine president zelensky says we are not afraid of anyone we will defend ourselves,1.0,week
1494099194826657799,enjoy yourself with j mccain enticing protesters in ukraine imagine if russian politicians went to canada to entice and give the truckers some food and water like yours did in ukraine its enough man n n,1.0,week
1494099185838301184,putin is a lying sack of shit,2.0,week
1494099173175709698,tbh i find russia more credible than the us government nis that bad nwhat does this say about me,2.0,week
1494099151218520070,who else believes asked to wait till the end to invade,2.0,week
1494099113817878528,if kamala talks down putin from afar surely she will be next potus like duh,1.0,week
1494099063456911361,not even putin knows when,1.0,week
1494099061531684865,thats because the biggest story in the country is the high treason they are all involved in with the fake russia scandal,2.0,week
1494099050446168064,ruh roh russia lied what,1.0,week
1494099044569862145,this is a russian troll with a iq russia added troops about the same amount that biden sent over within the last weeks not going to end well,1.0,week
1494099043328348163,you americans think wars make u stronger russia is not iraq,1.0,week
1494099030032408584,russia asks joe biden for next ukraine invasion dates so they can coordinate vacation plans for moscow officials via,2.0,week
1494099009170026496,putin might wrestle bears but hes getting his ass kicked by joe biden,1.0,week
1494098970376908800,this is not satirethe russian foreign ministry has called on western media outlets to publish a full list of dates on which russia will invade ukraine for the year ahead so russian diplomats can schedule their vacations accordingly h t rtn,2.0,week
1494098961786888198,if kalush says yes ukraine should just withdraw instead,1.0,week
1494098948595732483,if you stand with putin you stand against america,1.0,week
1494098939573936131,russia trolling joe with this meme is hilarious,1.0,week
1494098924684017666,what comes around goes around but we need truth even about the russia what seems to be a hoax,2.0,week
1494098906631786500,putin seems to have re energized nato well done vlad,1.0,week
1494098877707960321,putin owns joe n n,1.0,week
1494098808191471622,does this look like a us administration in a showdown with russia quite the opposite,2.0,week
1494098784086900737,beijing weighs how far to go in backing putin on ukraine wsj n n,1.0,week
1494098738721136644,live updates russia pulls back some troops from near ukrain maintaining communication multilateralism world unity a better world,2.0,week
1494098726968709120,spy more russia bs i think snl is scripting all this silliness,1.0,week
1494098624749486089,joe bidens statecraft is so solid even putin doesnt know wtf to do n nwe finally have a real potus,2.0,week
1494098610937638915,biden is protecting his ass sets in ukraine he doesnt care about the american people,1.0,week
1494098603173896194,nanother fail for russia,1.0,week
1494098582135349255,not a satire they did it the russian foreign ministry asked western media outlets for full list of dates on which russia will invade ukraine for the year ahead so russian diplomats can schedule their vacations accordingly,1.0,week
1494098503370485762,please if you are free this weekend could you invade italy instead nwe need some deep cleaning here price is not a problem nfood and accommodation are free,2.0,week
1494098448513179653,right showing up with a bunch of woke pansies lead by the same no wonder putins playing chicken with the woke nato countries hed likely fear the truckers though lol,1.0,week
1494098435221463042,what a joke since when is ukraine a democracy,1.0,week
1494098417458503683,blocks pentagon appointees too when russia trying to start a war including russia expert,1.0,week
1494098407765516297,putin is just out here blatantly lying,1.0,week
1494098401016918021,i know nothing ever happens but i would put a damper on my road trip if russia actually invited ukraine,1.0,week
1494098348227407872,senior admin official russia could use false pretext to invade ukraine at any time,1.0,week
1494098311288172547,what if the moon crashed into the earth and the only way to stop it was to invade ukraine,1.0,week
1494098226798112772,vladimir putin was trained to lie,1.0,week
1494098191368740865,oh no russian solider in russia,2.0,week
1494098119616774144,hope everybody had an enjoyable invasion day n nwe wait with baited breath to find out what time russia wont be invading ukraine tomorrow,2.0,week
1494097977173970948,royal roads professor and former military attach dr chris kilford believes russia is now looking for a way out of the conflict and war is unlikely in the meantime he says cda is doing the right thing sending money arms and non lethal equipment to the ukrainians,2.0,week
1494097956898672641,russia will invade the day trump is indicted,1.0,week
1494097892574838785,putin thought he could get biden to blow him just like the last american president did turns out we elected an alpha this time,1.0,week
1494097886094794753,its like putin is a liar or something,1.0,week
1494097848736092160,could russia find a democratic solution n n,1.0,week
1494097744624975872,dont trust putin as far as i could throw him,1.0,week
1494097712685404164,its amazing how russia has completely obliterated any assumption of honesty or good faith on its part everyone assumes that anything it says is a troll first then verifies later its a geopolitical shit poster,1.0,week
1494097496607440907,ukraine invasion scheduled for wednesday canceled n,1.0,week
1494097413044322310,fed minutes today a dud nothing different except statement under reported fed will raise rates as many as needed markets were down early rallied on fed mins nrecession tell will be flat yield curve putin was supposed to invade ukraine today will putin play mind games,1.0,week
1494097389006860295,when russia never invades ukraine our state dept is going to take credit for stopping the invasion that was never going to happen,2.0,week
1494097343498575873,bold words from a man who would have to sacrifice nothing if a war with russia breaks out,1.0,week
1494097245364498439,of couse we are being misled but we may still end up in war over ukraine,1.0,week
1494097208660172804,guys i dont think we can trust russia,1.0,week
1494097195896868869,at this point i dont think anyone knows whats going to happen except putin,1.0,week
1494096990451478529,at this point anyone declaring the west as the aggressor throwing away diplomacy is absolutely mentally handicapped there is no reasonable logic to conclude that russia after invading continued incursions continued threats to ukraine and rejection of talks is the victim,1.0,week
1494096925502717956,if russian president putin has decided against invading ukraine its likely because the u s and its allies have made the costs too high,2.0,week
1494096844397367299,will russia invade or back off,1.0,week
1494096738080022529,that dude they called sleepy joe is running circles around vladimir putin,1.0,week
1494096638440534018,russia is continuing to move troops to the ukrainian border and will likely launch a limited military attack against the country the head of the estonian foreign intelligence service says,1.0,week
1494096624372822016,ukraine defies invasion threat as nato sees no russian pullback,2.0,week
1494096618748100609,thread on ukraine it feels like were watching a slow motion train wreck happening before our eyes and make no mistake putin is driving that train unless we can get the initiative,1.0,week
1494096519083053064,president biden is warning that gas prices could get higher if russian president putin chooses to invade ukraine n n,1.0,week
1494096458445991937,nothing is happening and nothing was n nremarks to the press by first deputy permanent representative dmitry polyanskiy on the situation around ukraine,2.0,week
1494096451869282306,i dont like you but set aside that what will you and nato do with russias recent actions,1.0,week
1494096448673271812,tops twitter n np s ni dont care what russia is doing,1.0,week
1494096436274814980,wasnt russia supposed to invade ukraine today,1.0,week
1494096425000443906,russia sends soldiers for exercises on its own territory n nnato russians are invading ukraine any day now we refuse russian aggression and will send military aid to ukraine n nrussia finishes exercises returns to normal positions n nnato we successfully deterred russia,2.0,week
1494096155877249028,ill put my reputation on the line there is now zero chance that russia suddenly invades ukraine n nit doesnt mean the crisis is over far from it but the sudden invasion scenario is off the table n nheres why,2.0,week
1494096105151377409,im glued to the news to see if the ruskies have invaded ukraine yet,1.0,week
1494096103427432454,thanks bot your commitment to cognitive dissonance regarding intelligence agencies warnings of war is commendable you know who doesnt think russia is going to invade the ukraine russia and the ukraine but im sure you know better,1.0,week
1494096039644565504,ukraine and this especially one idea in it which few seem to be considering which is what happens if nothing happens n,1.0,week
1494095954844205057,if putin invades ukraine the whole world will feel it,1.0,week
1494095885730414592,i dont think you get to say that when russia got k troops lined up on the border,1.0,week
1494095838582292484,ukraine fears r hysteria says russian diplomat why do russian people kow tow leaders who subvert their personal interests putins lot r making global warming worse amp they r spending russians money on foolish war games with no value or benefit,2.0,week
1494095812099559427,putins late,1.0,week
1494095762497679365,i wonder if the us british intelligence team working on russia ukraine is the same that gave us the evidence of wmds in iraq,1.0,week
1494095729773596672,i missed the evidence that russias western border is in danger of invasion from ukraine please do share,2.0,week
1494095720076517385,what does the latest satellite imagery tell us about russian claims of a withdrawal from the ukraine border,1.0,week
1483227602621972484,he extorted ukraine nhe golfed amp tweeted about ratings while bodies piled up in hospitals nhe attempted a coup nincited a deadly insurrection nhe lies to this very day about his election loss being stolen nhes a one term twice impeached loser n nthe gop yep thats our guy,1.0,month
1483227591532158976,obama biden colluded with putins puppet president dmitry in seoul korea was caught on an open microphone ntold dmitry have more flexibility after elected dmitry told obama i will pass this information on to vladimir n,1.0,month
1483227565708001284,russia is not going to go marching into western europe any time soon it has an economy the size of spain but if it takes control of its former fiefdoms and former satellite states do you think they are just going to stop said no imperialist state ever,2.0,month
1483227556870565889,this is our last chance hear german lawmakers stark warning about russia ukraine tensions,1.0,month
1483227555897520130,a crucial time senators travel to ukraine to warn against russian aggression via,1.0,month
1483227544736661504,the us secretary of state kazakhstan and anti russia hysteria antipodean atheist n,1.0,month
1483227519004389377,russian invasion fears prompt uk to give ukraine extra weapons and trainingaid,1.0,month
1483227514793304066,if germany did deny airspace to a uk transport aircraft destined for ukraine then the diplomatic fall out will be severe among allies especially those on the eastern flank between ns2 and the decision not to send arms to ukraine berlins reputation will take a huge hit,1.0,month
1485401962480873474,breaking the u s state department has ordered the evacuation of american citizens in ukraine n nhere we go,0.0,month
1485401962094944257,in a press release the departments office of foreign assets control said the action is intended to target undermine and expose ongoing destabilization effort in,1.0,month
1485401961600012295,if military assistance to ukraine in the short term wont make any difference why are the russians so upset about it,1.0,month
1485401961436532738,plus your fears that ukraine might become emboldened by us support to do something unwise are likewise unfounded what past instance of ukrainian behavior would make you fear this in the future,2.0,month
1485401959758766081,dear international media when covering please remember ukrainians are not pawns in a geopolitical game we are real people mln with our agency ideas and aspirations majority of us want to join the eu amp nato we are ready to resist russia n,1.0,month
1485401958584303621,breaking u s issues travel warning for ukraine due to increased threats of russian military action says americans should leave now,0.0,month
1485401957904887811,biden wont because he would be giving up his more lucrative kickbacks from putin democrats play both sides of the fence hedge bets,2.0,month
1485401957007245316,u s state department says there are reports russia is planning significant military action against ukraine reuters news,0.0,month
1485401955430187011,were about to see taiwan fall and the ukraine absorbed into russia biden is the worst president in history and the biggest idiot this country has ever produced,0.0,month
1485401951345037314,ukraine is not our country and not our problem anyone who would risk a war with russia for the sake of some random country miles away is a fool or a psychopath or both move to ukraine and enlist in the army if you care so much our sons dont need to die for this bullshit,1.0,month
1485401949944139777,sending more u s troops to eastern europe would signal a major pivot for the biden administration which up until recently was taking a restrained stance on ukraine out of fear of provoking russia into invading w n,1.0,month
1485401942939648004,to the best of my knowledge no one is sending weapons to ukraine that could be used to attack russia anti aircraft and anti tank weapons are only a threat to russian soldiers if putin plans to invade amp he keeps telling us hes not planning to invade,2.0,month
1485401942637613057,nothing stopping the neocons who want war in ukraine with russia to fly over there voluntarily and use themselves as human shields,1.0,month
1485401940024516608,president biden is considering deploying several thousand us troops as well as warships and aircraft to nato allies in the baltics and eastern europe an expansion of american military involvement amid mounting fears of a russian incursion into ukraine,1.0,month
1485401932957163523,rands discusses the devastation that would result if russia ordered a large scale move on ukraine and offers near term strategies to save lives and reduce the effect of russian air and missile strikes,1.0,month
1485401932466380802,assuming without actually knowing shows how ignorant you are you think putin would invade a country with nuclear weapons,2.0,month
1485401929417170951,on the one hand this is very grim on the other it is standard procedure in situations like these to make sure dependents incl pets are safe in case of an escalation a reminder of the mostly unacknowledged personal sacrifices our diplomats make n,1.0,month
1485401926862721026,i have been to bucha ukraine five times the people are fiercely proud of their country and will never bend to putin and his trolls if putin invades there will be a fight like he cannot imagine with or without the spineless biden,1.0,month
1485401926271475719,what would be the next domino poland aint going to knuckle under to russia and neither will the baltics theyre all nato members n nat any rate the russians dont want to occupy ukraine it would be expensive they dont want nato there that would be more expensive,2.0,month
1485401915529723905,i have no desire to get into another war but if we dont stand up for ukraine it wont be the last country putin invades,1.0,month
1485401912467984387,this excellent video by succinctly explains how the us created the crisis in ukraine by expanding nato supporting a fascist led coup in sending weapons to kiev and threatening russia right on its borders n,1.0,month
1485401911637520395,biden weighs deploying thousands of troops to eastern europe and baltics nyt n n,1.0,month
1485401910605754372,in the event of a full scale russian invasion the united states intends to move its military trainers out of the country but it is possible that some americans could stay to provide frontline support a u s official said n nunder what authority n n,1.0,month
1485401903747919874,the avalanche of propaganda from us war hawks on ukraine russia china cuba yemen iran its dizzying n ntheyre really convinced that theyre the good guys as they arm neo nazis help massacre yemenis impoverish hundreds of millions around the world with sanctions,2.0,month
1485401898710708231,ukraines air defenses are weak nrussia knows this and if it invaded again will likely use the syria model to achieve max damage w o having to deploy ground forces,1.0,month
1485401885406232576,german navy chief resigns following ukraine putin comments via nwhy is the west so eager to keep ukraine amp russia divided putin amp russia deserves respect ukraine really want to have a full conflict with russia beware of fair weather friends,1.0,month
1485401883544109060,if we dont do anything about the ukraine if russia invades then china will likely pounce on taiwan right after,1.0,month
1485401881501310976,ex squaddies in the trenches with ukraine troops reveal the russian invasion threat,1.0,month
1485401867647692802,spain is committed to and the security of europe as i have reiterated in my conversation with we support the sovereignty and territorial integrity of ukraine and trust that diplomacy and dialogue will be the way to de escalate this crisis,1.0,month
1485401834718396416,we support our friends in ukraine its critical that we provide defensive capabilities to ukraine as they courageously defend their country against the threat of putins invasion,1.0,month
1485401831366926337,germanys reliance on russian gas limits europes options in ukraine crisis n nberlin is vulnerable if the west sanctions russia over ukraine and moscow responds by cutting off natural gas exports,1.0,month
1485401823548739585,kyiv is one of europes largest and most ancient capitals for the past few weeks residents have had to come to terms with the appalling fact that they may soon suddenly find themselves living in a war zone,1.0,month
1485401823536164871,america is fucked up and stupid but i dont know if were fight a land war with russia in february fucked up and stupid but maybe,1.0,month
1485401822315655174,germanys dependence on russian gas has left europe short of options to sanction moscow if it invades ukraine,1.0,month
1485401821086691331,you cannot permit the russians to believe you are afraid of an escalation they will use it time and again argued one of polands wisest russia analystsrestraint does not stabilize putin it encourages him,1.0,month
1485401810106032129,my european perspective is the case for intervention is actually much smaller than people make out of it theres no actual defensive alliance with ukraine that can activate a chain reaction unlike the prior world wars with serbia or poland,2.0,month
1485401804569559043,people ask me how ukrainians prepare to a possible russian invasion nlike this they plan a vacation nand an evacuation,1.0,month
1485401803827159040,the russians arent going to attack this is all theatre on the part of the americans,2.0,month
1485401785753821185,what if russia considers ukraine so important that anything short of risking a conventional conflict with nato is worth it the problem with the current debate about deterrence isnt the credibility of the threat but of the tool being mentioned,1.0,month
1485401777688043522,we fucking better not go to war with russia right now what the fuck,1.0,month
1485401776501276672,russia will make its decisions based on president putins calculus of whats in their interest secretary of state antony blinken said sunday warning there will be massive consequences for russia if its military forces invade ukraine,1.0,month
1485401766514548736,i dont want greece to get involved in the ukraine russia conflict its a bad idea,1.0,month
1485401761313529859,mexico wouldnt try to enter into alliance with russia why because the u s isnt taking aggressive action towards them like russia is taking towards their neighbors russia is the reason countries like latvia estonia joined and why ukraine wants to russia bears responsibility,1.0,month
1485401756041609217,us secretary of state antony blinken said sunday he has no doubts germany is maintaining a united front with nato on the ukraine crisis after berlin faced pressure to toughen its stance against potential russian aggression,1.0,month
1485401746411294720,a well articulated play by play of what could go down in ukraine in the coming weeks i keep asking the question of what does the after look like and at what cost starts to dig into that here not a pleasant read,1.0,month
1485401743840387073,we have been clear that if there is any further russian aggression against ukraine there will be a swift severe and united response from the united states and europe my full interview with on,1.0,month
1485401741273141254,world is watching former secretary of state warns biden administration must take action as volatile situation unfolds along russia ukraine border,1.0,month
1485401740044226560,my latest w u s threatens use of novel export control to damage russias strategic industries if moscow invades ukraine,1.0,month
1485401725926522881,germanys dependence on russian gas has left europe short of options to sanction moscow if it invades ukraine,1.0,month
1485401719865589763,dont supply ukraine any weapons we dont want a war in europe and we dont want uk us in another war im not prepared to loose my military family people because some blokes in an office dont like the other bloke in another office,1.0,month
1485401719274348546,renewable energy could cool european tensions with russia,1.0,month
1485401700575977474,war can yet be avoided but time is running out,1.0,month
1485401700219461636,lets rethink this ukrainian tension maybe its not as tense as it looks perhaps the troops would rather stay in russia,1.0,month
1485401686696935428,update japan promises a joint response with the united states to russias aggression against ukraine n nthe prime minister of japan made clear that japan would be fully behind the united states in the challenging days ahead n,1.0,month
1485401663104077829,no hard stop we will not and should not fight in this war im fine with arming ukraine but our men and women do not need to be deployed and should not be deployed biden has been wrong on foreign policy for the past years we had peace with trump just sayin,1.0,month
1485401658188251136,russian doctors dissidents and other figures keep falling out of windows instead of threatening ukraine putin could commit resources to window safety,1.0,month
1485401656951029766,we need an enhanced magnitsky approach on russia freeze assets of russian oligarchs deny oligarchs and their families access to western territory and markets and ban the children of these oligarchs from universities give those spots to the children of russian dissidents,1.0,month
1485401655805984781,i hope if russia invades ukraine biden has the guts to kick there ass this is the red line make no mistake the world is watching you have to show putin power not sanctions,1.0,month
1485401649803837444,as a russian invasion of ukraine looms pope francis calls for a world day of prayer,1.0,month
1485401640442204163,the white house had to explain correct and back track what biden said about russia and a small incursion there is no such thing as a small incursion russia either crosses the border of ukrain or not period,2.0,month
1485401635371294724,blinken says if any russian military moves across ukraines border it will be met with swift and severe response what the hell about our border that has been and continues to be invaded by million people in one year and not one word about it,1.0,month
1485401633899126786,putin will take advantage of any disunity and any weakness that we show n nshadow attorney general emily thornberry says the uk must be unified in its response to russia and get more imaginative with the sanctions they threaten to impose n n,1.0,month
1485401632825348097,im not seeing it in the news so let me write it n na russian invasion of ukraine means death n nhomes schools blasted to bits n npeople will defend their country just as you would n nmany of them will die n nchildren out playing this weekend will see their families ripped apart,1.0,month
1485401632456196107,while i feel for the people of ukraine i cant help but cringe when i hear democrat politicians say they are concerned about that nations sovereignty while not giving a crap about our own on the southern border,1.0,month
1485401579003994112,reasonnhe knows that an invasion of ukraine would put a permanent end to all talk of ukraine georgia belarus or any central asian states of ever joining nato or deployment of nato weapons and troops on their territories without russias agreement,1.0,month
1485401571743653893,breaking anthony blinken rules out immediate us sanctions against russia as imposing them now would undermine deterrence,1.0,month
1485401543901859841,the us should be pulling back from a lot of places russia is waiting for conditions to be more fair to blitzkrieg and enter into ukraine with their assets and people in their positions in waiting,1.0,month
1485401538445168647,currently were told putin has called off the invasion because its too muddy for his tanks and he cant risk offending the chinese during the olympics so it will have to wait until closer to the spring,2.0,month
1485401512310296578,secretary of state blinken refuses to rule out military involvement in and warns of massive consequences for if it invades n ntalks between him and russian foreign minister sergei lavrov in geneva on friday saw no breakthroughs n,1.0,month
1485401509957410821,javelins will not stop the russian hypersonic missiles they are for the post first strike phase war of attrition n,1.0,month
1485401502252290050,i dont really see near term us plans on the horizon to invade cuba venezuela etc obviously military dudes are totally different from missiles which would actually threaten the us but are not present in ukraine and arent likely to be in the near or medium term future,2.0,month
1485401500025344000,its soul destroying to see the perform like a puppet for imperialism why are so many in the buying in to the ridiculous anti and anti rhetoric that has nothing to offer europe but suits us financial interests,2.0,month
1485401488369364994,the president is also considering deploying warships and aircraft to nato allies in what would be a major shift from its restrained stance on ukraine,1.0,month
1485401485244608513,uk russia faces serious consequences if it installs puppet regime in ukraine says dominic raab britain accused russia of plotting to install a puppet leader in kyiv as boris johnson warned european union leaders against naivety over vladimir putins demands over ukraine and,1.0,month
1485401478017728515,secretary of state antony blinken meets with russian counterpart amid ukrainecrisis,1.0,month
1485401455473434624,russia is holding a meeting with other members of nato n nbiden wasnt invited because biden is compromised with ukraine n ntrue story,1.0,month
1485401396627193857,so they fired their navy chief for telling them the truth nrussia is not a threat to the west nchina is,2.0,month
1485401363609788429,and lastly i think is right and is too no doubt we must watch this very closely and get every detail n nmy friends i stand before you not as a standby but as a to get the facts right,1.0,month
1485401342302687232,putin confronts the mud of ukraine,1.0,month
1485401341468069888,russia ukraine france and germany to hold talks on eastern ukraine without us n n,1.0,month
1485401341270835202,ukraines zelensky asks why the west is waiting to impose tougher measures against russia i support imposing sanctions now he tells lally weymouth why do you need sanctions after we lose the whole territory of ukraine,1.0,month
1485401315484311554,if war breaks out in ukraine i refuse to support either the us and its nato allies or russia i will however throw my support for the ukrainian anarchists who have fighting the kremlin nazi street gangs and their government for years,1.0,month
1485401301487955976,look at ukraine if they still had there nuclear weapons russia wouldnt have gone into crimea or threatening to invade ukraine thats a fact its a deterrent russia france india pakistan russia china uk all have nuclear deterrents to get rid of ours would weaken us fact,1.0,month
1485401245259296768,theres a threat of russia looting such big caches of weapons in a case the invasion truly happens,1.0,month
1485401239202451456,this is disastrous america last foreign policy like us on the right have been saying russia taking ukraine does not pose a threat one bit to average american families the us establishment regime deep state nwo will always be the biggest threat to american families,1.0,month
1485401235419459584,sorry ukraine but if russia invades thats on yall to deal with not us this shit aint worth starting ww3,1.0,month
1485401232940232704,who gives a fuck about ukraine they are another corrupt government and the deep state cabal uses ukraine to launder tax payer funds let russia take them over,1.0,month
1485401200900153344,u s and say talks on could continue listen to ranes podcast on options for the standoff over ukraine,1.0,month
1485401159728828422,growing up in central europe i would say that even if putin advances into the ukraine the us will not send in troops or use military force the us would try to freeze russian assets and attack with cyber attacks,1.0,month
1485401129580175363,yes many people are anxious about putins threats of attack but they and others are going about their lives as usual because what can they honestly do my friends ask me if i am safe i am as safe as i can be with putin and russia bordering ukraine shrug,1.0,month
1485401107706880000,if putin invades ukraine nato will lose all credibility,1.0,month
1485401102262673408,another day another report on a dastardly putin plan russia is currently plotting to topple the existing government of ukraine in some way using some method and then somehow install a puppet regime that is sympathetic to moscow using some sort of means,2.0,month
1485401066170888196,biden is threatening a military response if russia invades ukraine and is also sending a ton of free weapons to ukraine not one reporter or member of congress has asked how are we going to pay for that,1.0,month
1485401056075001856,pfff can it stop please lets talk,1.0,month
1485401052866236418,if when russia invades ukraine expect tucker carlson and many trumpers to cheer for putin to win that battle to maga putin is the type of white nationalist dictator they want to rule the usa and for those who forgot white nationalists love putin,1.0,month
1485401041814405130,yikes please let there be peace n nstate department orders family of embassy staff to leave ukraine n n,1.0,month
1485401014760919042,help me connect dots nfriday us rus officials meet agree that diplomacy makes sense regarding ukraine n nsaturday n nsunday u s state dept orders families of u s embassy staff in kyiv the ukrainian capital to evacuate,1.0,month
1485401009136361475,the washington post n nu s threatens use of novel export control to damage russias strategic industries if moscow invades ukraine nby ellen nakashima and jeanne whale n nmaybe we should already have done this to keep them out of our elections n n,1.0,month
1485401008188661760,which suggests the us is prepared to give russia something and maybe several things in exchange for not invading ukraine if that happens putins brinkmanship will have paid off again,2.0,month
1485401001959952384,there will not be a war if ukraine is given nato membership putin would never fight a military thats so much bigger and stronger than his call his bluff,2.0,month
1485400971698221059,if russia attacks and tries to invade ukraine is this the end of russia,1.0,month
1485400928895500288,analysts quoted by media reports indicated that china president xi is likely to have a significant influence on putins manoeuvre on ukraine as it is not in chinas favour for russia to trigger a global security crisis ahead of the upcoming beijing winter olympics in feb,1.0,month
1485400926189989893,no reason to leave kiev just like tbilisi urban capital centers are not on the docket for russia to attempt to take over and control its too costly,2.0,month
1485400916333318150,russia justifies its military buildup on ukraines border by saying that it has a sovereign right to move kit around on its territory that same sovereign right does not extend to others though especially not to its neighbors,1.0,month
